Time,frame,Class_name,box,Conf
2023-08-01 15:17:52,20,hole,"[336.1684265136719, 22.467041015625, 413.2023010253906, 93.49432373046875]",0.7699251770973206
2023-08-01 15:17:52,20,stain,"[154.49517822265625, 17.521202087402344, 171.07395935058594, 33.595481872558594]",0.6897937655448914
2023-08-01 15:17:52,20,stain,"[246.17982482910156, 0.0, 259.1897888183594, 9.493276596069336]",0.36097484827041626
2023-08-01 15:17:52,21,stain,"[0.0, 4.517065525054932, 40.73283767700195, 60.93035888671875]",0.8194286227226257
2023-08-01 15:17:52,21,stain,"[154.1326904296875, 17.524839401245117, 171.09051513671875, 33.79191589355469]",0.6842663288116455
2023-08-01 15:17:52,21,hole,"[336.2091064453125, 22.530799865722656, 413.094970703125, 93.14205932617188]",0.6394748687744141
2023-08-01 15:17:52,21,stain,"[246.2221221923828, 0.0, 259.3539733886719, 9.208536148071289]",0.35084372758865356
2023-08-01 15:17:53,22,stain,"[0.0, 4.0808634757995605, 40.86213302612305, 60.692344665527344]",0.8257377743721008
2023-08-01 15:17:53,22,stain,"[154.1105194091797, 17.6550350189209, 170.970947265625, 33.78767395019531]",0.68622225522995
2023-08-01 15:17:53,22,stain,"[335.8045959472656, 22.77742576599121, 412.7806396484375, 95.22754669189453]",0.5226664543151855
2023-08-01 15:17:53,22,stain,"[246.18057250976562, 0.0, 259.30633544921875, 9.273843765258789]",0.33992111682891846
2023-08-01 15:17:54,23,stain,"[0.0, 4.367499828338623, 40.17990493774414, 60.90108108520508]",0.8163619637489319
2023-08-01 15:17:54,23,stain,"[154.07220458984375, 17.704544067382812, 170.88389587402344, 33.814693450927734]",0.6789599657058716
2023-08-01 15:17:54,23,stain,"[335.71441650390625, 22.84897804260254, 412.8395690917969, 95.1904296875]",0.6585802435874939
2023-08-01 15:17:54,23,stain,"[246.18392944335938, 0.0, 259.2286376953125, 9.220678329467773]",0.3519494831562042
2023-08-01 15:17:54,24,stain,"[0.0, 3.4600419998168945, 40.36227035522461, 60.72956085205078]",0.82215416431427
2023-08-01 15:17:54,24,stain,"[154.09234619140625, 17.52420425415039, 170.98509216308594, 33.745845794677734]",0.6797389984130859
2023-08-01 15:17:54,24,stain,"[336.2808532714844, 22.390052795410156, 412.13427734375, 93.54138946533203]",0.6466913223266602
2023-08-01 15:17:54,24,stain,"[246.15713500976562, 0.0, 259.3816833496094, 9.273702621459961]",0.3516242504119873
2023-08-01 15:17:55,25,hole,"[336.59716796875, 22.14795684814453, 412.2403869628906, 93.63751220703125]",0.845759928226471
2023-08-01 15:17:55,25,stain,"[0.0, 2.9805288314819336, 39.795413970947266, 60.44367980957031]",0.8164135813713074
2023-08-01 15:17:55,25,stain,"[154.19871520996094, 17.5320987701416, 171.16561889648438, 33.792415618896484]",0.6824684143066406
2023-08-01 15:17:55,25,stain,"[246.3789825439453, 0.0, 259.5227966308594, 9.133316040039062]",0.36661046743392944
2023-08-01 15:17:56,26,hole,"[336.6615905761719, 22.03371238708496, 413.01251220703125, 93.78218841552734]",0.8871846795082092
2023-08-01 15:17:56,26,stain,"[0.0, 3.2155845165252686, 39.922725677490234, 60.200103759765625]",0.8185917139053345
2023-08-01 15:17:56,26,stain,"[154.22518920898438, 17.516338348388672, 171.2079315185547, 33.840789794921875]",0.6805805563926697
2023-08-01 15:17:56,26,stain,"[246.3631591796875, 0.0, 259.7147521972656, 9.312731742858887]",0.36059778928756714
2023-08-01 15:17:56,27,hole,"[336.4154968261719, 22.108739852905273, 413.1502380371094, 93.84124755859375]",0.838135838508606
2023-08-01 15:17:56,27,stain,"[0.0, 2.019923448562622, 39.43795394897461, 60.0833854675293]",0.8137652277946472
2023-08-01 15:17:56,27,stain,"[154.2832489013672, 17.4455509185791, 171.08673095703125, 33.70576095581055]",0.6890031099319458
2023-08-01 15:17:56,27,stain,"[246.30348205566406, 0.0, 259.48944091796875, 9.361724853515625]",0.36742714047431946
2023-08-01 15:17:57,28,stain,"[0.0, 1.9716585874557495, 39.73233413696289, 60.22468185424805]",0.8109153509140015
2023-08-01 15:17:57,28,hole,"[336.3868713378906, 22.23442840576172, 413.0874938964844, 94.11886596679688]",0.7448853850364685
2023-08-01 15:17:57,28,stain,"[154.3253631591797, 17.498929977416992, 171.13955688476562, 33.744728088378906]",0.6837904453277588
2023-08-01 15:17:57,28,stain,"[246.32427978515625, 0.0, 259.5298156738281, 9.396600723266602]",0.3795084059238434
2023-08-01 15:17:57,28,stain,"[335.92193603515625, 22.227619171142578, 413.03900146484375, 94.75265502929688]",0.27305611968040466
2023-08-01 15:17:58,29,stain,"[0.0, 2.6937925815582275, 39.563785552978516, 60.33191680908203]",0.8109210729598999
2023-08-01 15:17:58,29,hole,"[336.40289306640625, 22.245519638061523, 412.9527587890625, 94.00614929199219]",0.7519152164459229
2023-08-01 15:17:58,29,stain,"[154.34242248535156, 17.5784969329834, 171.0738525390625, 33.781429290771484]",0.682702898979187
2023-08-01 15:17:58,29,stain,"[246.2649688720703, 0.0, 259.5162048339844, 9.466761589050293]",0.3640022575855255
2023-08-01 15:17:58,29,stain,"[335.8965759277344, 22.325286865234375, 412.94921875, 94.62066650390625]",0.29465439915657043
2023-08-01 15:17:58,30,stain,"[0.0, 2.6650590896606445, 39.67241668701172, 60.318416595458984]",0.8119063973426819
2023-08-01 15:17:58,30,stain,"[154.33084106445312, 17.6341552734375, 171.00086975097656, 33.8232421875]",0.6850209832191467
2023-08-01 15:17:58,30,stain,"[334.6595764160156, 22.745141983032227, 413.321533203125, 95.3630599975586]",0.5104339718818665
2023-08-01 15:17:58,30,stain,"[246.24038696289062, 0.0, 259.53582763671875, 9.467048645019531]",0.3706255257129669
2023-08-01 15:17:59,31,stain,"[0.0, 3.5790135860443115, 39.308128356933594, 60.72291564941406]",0.8118674755096436
2023-08-01 15:17:59,31,stain,"[154.33236694335938, 17.64369773864746, 171.04598999023438, 33.71691131591797]",0.6864846348762512
2023-08-01 15:17:59,31,hole,"[335.8455810546875, 22.30430030822754, 412.8663330078125, 94.02654266357422]",0.5845694541931152
2023-08-01 15:17:59,31,stain,"[246.27606201171875, 0.0, 259.47467041015625, 9.407489776611328]",0.36545640230178833
2023-08-01 15:18:00,32,stain,"[0.0, 3.3376548290252686, 39.02963638305664, 60.454219818115234]",0.8133906722068787
2023-08-01 15:18:00,32,stain,"[154.26486206054688, 17.656028747558594, 171.01234436035156, 33.76932144165039]",0.6823645234107971
2023-08-01 15:18:00,32,stain,"[335.4654235839844, 22.513452529907227, 412.8794250488281, 95.17926025390625]",0.5996463894844055
2023-08-01 15:18:00,32,stain,"[246.28282165527344, 0.0, 259.254150390625, 9.567193984985352]",0.37432998418807983
2023-08-01 15:18:00,33,stain,"[0.0, 3.438838243484497, 39.08104705810547, 60.36264419555664]",0.815513014793396
2023-08-01 15:18:00,33,stain,"[154.26780700683594, 17.63257598876953, 171.0227508544922, 33.80656433105469]",0.6805558204650879
2023-08-01 15:18:00,33,stain,"[335.47760009765625, 22.537338256835938, 412.6607666015625, 95.17005920410156]",0.6274920105934143
2023-08-01 15:18:00,33,stain,"[246.2594451904297, 0.0, 259.3089904785156, 9.629294395446777]",0.3774515390396118
2023-08-01 15:18:01,34,stain,"[0.0, 3.298457384109497, 39.170406341552734, 60.417564392089844]",0.8167684674263
2023-08-01 15:18:01,34,stain,"[154.2690887451172, 17.61910057067871, 170.99925231933594, 33.714752197265625]",0.6840004324913025
2023-08-01 15:18:01,34,stain,"[335.8119201660156, 22.489389419555664, 412.8333740234375, 95.13436126708984]",0.5490362048149109
2023-08-01 15:18:01,34,stain,"[246.30860900878906, 0.0, 259.1279602050781, 9.597200393676758]",0.363338440656662
2023-08-01 15:18:02,35,stain,"[0.0, 3.3136751651763916, 39.25628662109375, 60.48543167114258]",0.8170363903045654
2023-08-01 15:18:02,35,stain,"[154.20970153808594, 17.592321395874023, 170.9289093017578, 33.649986267089844]",0.6881058812141418
2023-08-01 15:18:02,35,hole,"[336.2375183105469, 22.370031356811523, 413.0008239746094, 93.75460815429688]",0.5790995359420776
2023-08-01 15:18:02,35,stain,"[246.31968688964844, 0.0, 259.23040771484375, 9.552679061889648]",0.36622169613838196
2023-08-01 15:18:03,36,stain,"[0.0, 3.8025667667388916, 39.60114669799805, 60.54494094848633]",0.8215093612670898
2023-08-01 15:18:03,36,stain,"[154.24053955078125, 17.443708419799805, 170.9713134765625, 33.652122497558594]",0.6859257817268372
2023-08-01 15:18:03,36,hole,"[336.5732116699219, 22.416566848754883, 413.5184631347656, 93.79113006591797]",0.5805960893630981
2023-08-01 15:18:03,36,stain,"[246.27291870117188, 0.0, 259.2512512207031, 9.639212608337402]",0.36829546093940735
2023-08-01 15:18:03,37,stain,"[0.0, 2.155714750289917, 39.384857177734375, 60.07966613769531]",0.818161129951477
2023-08-01 15:18:03,37,hole,"[336.25738525390625, 22.43936538696289, 413.33538818359375, 93.54441833496094]",0.7912194132804871
2023-08-01 15:18:03,37,stain,"[154.2520751953125, 17.537548065185547, 170.98329162597656, 33.47813034057617]",0.6880894899368286
2023-08-01 15:18:03,37,stain,"[246.38844299316406, 0.0, 259.4393615722656, 9.504598617553711]",0.3540272116661072
2023-08-01 15:18:04,38,stain,"[0.0, 1.860903263092041, 39.51344680786133, 60.20185089111328]",0.8192607760429382
2023-08-01 15:18:04,38,hole,"[335.9697265625, 22.278995513916016, 413.9363098144531, 93.7811279296875]",0.7912457585334778
2023-08-01 15:18:04,38,stain,"[154.2689666748047, 17.451663970947266, 170.99049377441406, 33.54298782348633]",0.6855248808860779
2023-08-01 15:18:04,38,stain,"[246.27000427246094, 0.0, 259.3310546875, 9.518315315246582]",0.35630324482917786
2023-08-01 15:18:04,39,stain,"[0.0, 1.6068562269210815, 39.27693557739258, 59.98198318481445]",0.816957414150238
2023-08-01 15:18:04,39,hole,"[336.1162109375, 22.403709411621094, 413.82415771484375, 93.89430236816406]",0.7175898551940918
2023-08-01 15:18:04,39,stain,"[154.21119689941406, 17.482934951782227, 171.12747192382812, 33.595947265625]",0.6854251027107239
2023-08-01 15:18:04,39,stain,"[246.25709533691406, 0.0, 259.2275390625, 9.516789436340332]",0.36189302802085876
2023-08-01 15:18:04,39,stain,"[335.8480224609375, 22.586530685424805, 413.7861633300781, 94.6374282836914]",0.35601672530174255
2023-08-01 15:18:05,40,stain,"[0.0, 2.1087646484375, 39.13977813720703, 59.9022216796875]",0.8174859285354614
2023-08-01 15:18:05,40,stain,"[154.1580047607422, 17.5615291595459, 171.1245574951172, 33.629085540771484]",0.6844679117202759
2023-08-01 15:18:05,40,hole,"[335.4071960449219, 22.52826499938965, 413.62225341796875, 93.82441711425781]",0.5130542516708374
2023-08-01 15:18:05,40,stain,"[246.2142333984375, 0.0, 259.0245666503906, 9.426094055175781]",0.3597368896007538
2023-08-01 15:18:05,41,stain,"[0.0, 1.683942437171936, 39.214515686035156, 60.90717697143555]",0.8153834342956543
2023-08-01 15:18:05,41,stain,"[153.99993896484375, 17.783519744873047, 171.1103515625, 33.87371063232422]",0.6719779968261719
2023-08-01 15:18:05,41,stain,"[334.6874694824219, 22.919147491455078, 413.2240295410156, 95.19253540039062]",0.6051874756813049
2023-08-01 15:18:05,41,stain,"[246.2501983642578, 0.0, 259.08880615234375, 9.604809761047363]",0.3690667748451233
2023-08-01 15:18:06,42,stain,"[0.0, 2.15340256690979, 39.3572883605957, 60.747772216796875]",0.8157340884208679
2023-08-01 15:18:06,42,stain,"[153.92578125, 17.75432586669922, 171.00003051757812, 33.9244384765625]",0.6738246083259583
2023-08-01 15:18:06,42,stain,"[334.8799743652344, 22.893877029418945, 413.0199890136719, 95.26240539550781]",0.5441269278526306
2023-08-01 15:18:06,42,stain,"[246.1685333251953, 0.0, 259.06427001953125, 9.382222175598145]",0.3543429374694824
2023-08-01 15:18:06,43,stain,"[0.0, 1.0629507303237915, 39.70661163330078, 60.60737228393555]",0.8156068921089172
2023-08-01 15:18:06,43,stain,"[153.9580841064453, 17.826290130615234, 170.9391326904297, 33.84444046020508]",0.6762619614601135
2023-08-01 15:18:06,43,hole,"[335.57220458984375, 22.522348403930664, 413.07537841796875, 93.83003997802734]",0.5824851989746094
2023-08-01 15:18:06,43,stain,"[246.240478515625, 0.0, 259.05352783203125, 9.277408599853516]",0.36444878578186035
2023-08-01 15:18:07,44,stain,"[0.0, 1.210204005241394, 39.95087814331055, 60.699859619140625]",0.8173535466194153
2023-08-01 15:18:07,44,stain,"[153.87733459472656, 17.84872817993164, 170.96080017089844, 33.868927001953125]",0.677063524723053
2023-08-01 15:18:07,44,hole,"[335.40130615234375, 22.554462432861328, 413.24566650390625, 93.6569595336914]",0.5878378748893738
2023-08-01 15:18:07,44,stain,"[246.2171173095703, 0.0, 259.08624267578125, 9.332642555236816]",0.36358746886253357
2023-08-01 15:18:08,45,stain,"[0.0, 2.7065277099609375, 40.228458404541016, 60.84850311279297]",0.818275511264801
2023-08-01 15:18:08,45,stain,"[153.92193603515625, 17.754863739013672, 171.02549743652344, 33.794029235839844]",0.6758731603622437
2023-08-01 15:18:08,45,stain,"[334.1973571777344, 22.608020782470703, 414.3168029785156, 95.28557586669922]",0.6036021709442139
2023-08-01 15:18:08,45,stain,"[246.21902465820312, 0.0, 259.2233581542969, 9.42236614227295]",0.3652113378047943
2023-08-01 15:18:08,46,stain,"[0.0, 2.9249515533447266, 40.2780647277832, 60.7530403137207]",0.8198336362838745
2023-08-01 15:18:08,46,stain,"[153.94760131835938, 17.807491302490234, 171.0391082763672, 33.81819152832031]",0.6778059005737305
2023-08-01 15:18:08,46,hole,"[335.3327941894531, 22.425491333007812, 413.6341552734375, 94.41778564453125]",0.5104045271873474
2023-08-01 15:18:08,46,stain,"[246.26080322265625, 0.0, 259.2331237792969, 9.357414245605469]",0.3587779104709625
2023-08-01 15:18:09,47,stain,"[0.0, 3.138157844543457, 39.92241287231445, 60.95874786376953]",0.8192095160484314
2023-08-01 15:18:09,47,stain,"[153.94943237304688, 17.704986572265625, 170.94969177246094, 33.7481803894043]",0.6761031746864319
2023-08-01 15:18:09,47,hole,"[335.5126647949219, 22.425819396972656, 413.4209289550781, 94.21102142333984]",0.566365659236908
2023-08-01 15:18:09,47,stain,"[246.25010681152344, 0.0, 259.36297607421875, 9.379456520080566]",0.3602934777736664
2023-08-01 15:18:10,48,stain,"[0.0, 3.1003923416137695, 39.95834732055664, 60.76913833618164]",0.8196275234222412
2023-08-01 15:18:10,48,hole,"[336.0141906738281, 22.262245178222656, 413.6734924316406, 94.07816314697266]",0.814741849899292
2023-08-01 15:18:10,48,stain,"[154.01585388183594, 17.68528938293457, 170.9005584716797, 33.7151985168457]",0.6799706816673279
2023-08-01 15:18:10,48,stain,"[246.30963134765625, 0.0, 259.27508544921875, 9.347848892211914]",0.3592810034751892
2023-08-01 15:18:10,49,hole,"[336.4867248535156, 21.991506576538086, 412.17694091796875, 93.83302307128906]",0.8492540717124939
2023-08-01 15:18:10,49,stain,"[0.0, 1.0125792026519775, 39.608272552490234, 60.05994415283203]",0.8173412680625916
2023-08-01 15:18:10,49,stain,"[154.08128356933594, 17.69281768798828, 171.00192260742188, 33.79881286621094]",0.680763304233551
2023-08-01 15:18:10,49,stain,"[246.18475341796875, 0.0, 259.33612060546875, 9.41888427734375]",0.3475043773651123
2023-08-01 15:18:11,50,hole,"[336.7429504394531, 21.892574310302734, 412.04876708984375, 94.24423217773438]",0.8931996822357178
2023-08-01 15:18:11,50,stain,"[0.0, 1.514687180519104, 39.58382797241211, 59.97796630859375]",0.8217427730560303
2023-08-01 15:18:11,50,stain,"[154.09906005859375, 17.663188934326172, 170.9937286376953, 33.7664794921875]",0.6824115514755249
2023-08-01 15:18:11,50,stain,"[246.1562957763672, 0.0, 259.3184814453125, 9.547775268554688]",0.358829140663147
2023-08-01 15:18:12,51,hole,"[336.234130859375, 22.011001586914062, 412.0395202636719, 93.91300201416016]",0.8655100464820862
2023-08-01 15:18:12,51,stain,"[0.0, 1.68617844581604, 39.07411575317383, 59.84739685058594]",0.8202343583106995
2023-08-01 15:18:12,51,stain,"[154.10452270507812, 17.660293579101562, 171.1475067138672, 33.82256317138672]",0.6808522939682007
2023-08-01 15:18:12,51,stain,"[246.2098846435547, 0.0, 259.3146667480469, 9.483428955078125]",0.3475811779499054
2023-08-01 15:18:12,52,hole,"[336.31939697265625, 22.175891876220703, 412.1128234863281, 93.85977172851562]",0.8652346134185791
2023-08-01 15:18:12,52,stain,"[0.0, 1.5094053745269775, 39.0982780456543, 60.138465881347656]",0.8192920088768005
2023-08-01 15:18:12,52,stain,"[154.1831512451172, 17.68337059020996, 170.94537353515625, 33.8641357421875]",0.67978835105896
2023-08-01 15:18:12,52,stain,"[246.27316284179688, 0.0, 259.28271484375, 9.378923416137695]",0.3499368727207184
2023-08-01 15:18:13,53,hole,"[336.1956481933594, 21.99706268310547, 412.00628662109375, 94.04803466796875]",0.850848913192749
2023-08-01 15:18:13,53,stain,"[0.0, 1.351958155632019, 39.04240798950195, 60.34553909301758]",0.8171566128730774
2023-08-01 15:18:13,53,stain,"[154.16189575195312, 17.729454040527344, 171.01287841796875, 33.876136779785156]",0.6786262392997742
2023-08-01 15:18:13,53,stain,"[246.2770233154297, 0.0, 259.2891540527344, 9.29647445678711]",0.3542313575744629
2023-08-01 15:18:14,54,stain,"[0.0, 2.7987730503082275, 39.12796401977539, 60.301815032958984]",0.8190490007400513
2023-08-01 15:18:14,54,hole,"[336.0047302246094, 22.093236923217773, 412.2254638671875, 94.6744384765625]",0.7758431434631348
2023-08-01 15:18:14,54,stain,"[154.15016174316406, 17.67535400390625, 171.02621459960938, 33.90913772583008]",0.6824303865432739
2023-08-01 15:18:14,54,stain,"[246.269287109375, 0.0, 259.274169921875, 9.319372177124023]",0.3629058003425598
2023-08-01 15:18:14,55,stain,"[0.0, 1.407752513885498, 39.275760650634766, 60.29975509643555]",0.8234503269195557
2023-08-01 15:18:14,55,hole,"[336.0337219238281, 22.219802856445312, 412.65264892578125, 94.35369873046875]",0.7870693802833557
2023-08-01 15:18:14,55,stain,"[154.14242553710938, 17.753952026367188, 170.9683837890625, 33.9208869934082]",0.6828705072402954
2023-08-01 15:18:14,55,stain,"[246.30780029296875, 0.0, 259.23138427734375, 9.315206527709961]",0.36579298973083496
2023-08-01 15:18:14,55,stain,"[335.6571350097656, 22.50741958618164, 412.4881896972656, 94.89138793945312]",0.25532275438308716
2023-08-01 15:18:15,56,stain,"[0.0, 2.314089298248291, 39.311317443847656, 61.17448425292969]",0.8262442350387573
2023-08-01 15:18:15,56,hole,"[335.7498474121094, 22.247886657714844, 412.6756591796875, 94.41473388671875]",0.7997281551361084
2023-08-01 15:18:15,56,stain,"[154.1566619873047, 17.759475708007812, 170.95851135253906, 33.89799499511719]",0.6832641363143921
2023-08-01 15:18:15,56,stain,"[246.33714294433594, 0.0, 259.2936096191406, 9.1686429977417]",0.37711045145988464
2023-08-01 15:18:15,56,stain,"[335.28973388671875, 22.55729103088379, 412.4855651855469, 94.86837768554688]",0.27818939089775085
2023-08-01 15:18:15,57,stain,"[0.0, 1.644028902053833, 39.05146789550781, 61.27534484863281]",0.8244151473045349
2023-08-01 15:18:15,57,stain,"[154.13323974609375, 17.727943420410156, 171.01138305664062, 33.88492965698242]",0.6800587773323059
